id,name,full_name,address,legal_address,email,phone,fax,site,director,director_id,director_post,organization_rights_form,priority,upstanding_organization_id,is_published,organization_category_id,sr_organization_category_id,slug,created_at,updated_at
470,"Корпорация Телевик","ЗАО ""Корпорация Телевик""","109004, г. Москва, ул. Станиславского, д. 10.",,,"+7 (495) 287-45-53",,http://www.fraton1.ru/televik.html,"Брум Александр Наумович",NULL,,ЗАО,1,NULL,1,33,NULL,korporatsiya_televik,"2012-11-30 12:22:34","2014-12-04 11:48:56"
471,Империо-Гранд,"ООО ""Империо-Гранд""",,,info@imperio.ru,"+7 (495) 787-05-13",,http://www.imperio.ru/Imperio-Grand,"Верещагин Сергей Геннадьевич",NULL,,ООО,1,NULL,1,33,NULL,imperiogrand,"2012-11-30 12:26:14","2014-09-30 15:00:44"
472,Мосинжпроект,"ОАО ""Государственный институт по изысканиям и проектированию инженерных сооружений и коммуникаций"" (""Мосинжпроект"")",,,,"+7 (495) 225-19-46",,http://www.mosinzhproekt.ru/,"Матвеев Константин Николаевич",NULL,,ОАО,1,NULL,1,33,NULL,mosinzhproekt,"2012-11-30 12:27:10","2013-05-24 17:48:27"
473,ДСК-1,"ОАО ""Домостроительный комбинат № 1""","123007, Москва, 3-й Хорошевский проезд, д. 3",,,"+7 (495) 941-03-87","+7 (495) 941-11-50",http://www.dsk1.ru/,"Константинов Анатолий Васильевич",NULL,,ОАО,1,NULL,1,33,NULL,dsk_1,"2012-11-30 12:49:11","2013-05-24 13:57:28"
474,Стройэнергосервис,"ЗАО ХК ""Стройэнергосервис""",,,,"+7 (495) 234-61-21","+7 (495) 234-61-22",http://www.ses-ko.ru/,"Левенштейн Яков Эдгарович",NULL,,ЗАО,1,NULL,1,33,NULL,stroyenergoservis,"2012-11-30 12:52:31","2013-05-30 15:45:29"
475,Мосстрой-17,"ЗАО ""Мосстрой-17""","Адрес: 117461, Москва, ул. Каховка, д. 37, к. 1",,,"+7 (495) 620-98-93, +7 (495) 620-98-94",,http://www.ms17.ru/,"Дубатков Сергей Анатольевич",NULL,,ЗАО,1,NULL,1,33,NULL,mosstroy_17,"2012-11-30 12:57:37","2014-12-04 12:51:52"
476,Бамтоннельстрой,"ОАО ""Бамтоннельстрой""",,,,"+7 (495) 661-23-50","+7 (495) 661-23-51",,,NULL,,ОАО,1,NULL,0,33,NULL,bamtonnelstroy,"2012-11-30 13:01:48","2013-04-26 15:17:10"
477,Мосстройэкономбанк,"ЗАО АКБ ""Мосстройэкономбанк""",,,,"+7 (495) 787-38-44",,http://www.mseb.ru/,,NULL,,ЗАО,1,NULL,0,33,NULL,mosstroyekonombank,"2012-11-30 13:03:33","2013-05-28 18:10:11"
478,Донстрой,"ЗАО ""Донстрой""",,,,"+7 (495) 925-47-47",,http://www.donstroy.com/,"Блажко Максим Евгеньевич",NULL,,ЗАО,0,NULL,1,33,NULL,donstroy,"2012-12-03 10:15:50","2013-05-31 18:05:09"
479,Капитал-Групп,"ООО ""Капитал-Групп""",,,,"+7 (495) 771-77-77; +7 (495) 363-02-63, +7 (495) 783-02-26","+7 (495) 363-62-06",http://www.capitalgroup.ru/,"Валентина Становова",NULL,,ООО,0,NULL,1,33,NULL,kapital_grupp,"2012-12-03 10:24:50","2013-05-31 18:06:37"
480,Моспроект-2,"ГУП ""Моспроект-2"" им. М.В. Посохина","123056, Москва, 2-я Брестская, д. 5, стр. 1, 1а",,,"+7 (499) 251-81-87",,http://www.mosproject2.ru/,"Посохин Михаил Михайлович",NULL,,NULL,1,279,1,33,NULL,mos_proekt_2,"2012-12-03 10:26:47","2014-09-30 16:18:49"
481,"Моспроект - 3","ГУП ""Моспроект - 3""","107031 г. Москва, ул. Кузнецкий мост, д. 3",,,"+7 (495) 692-17-46","+7 (495) 692-89-58",http://www.mosproekt3.ru/,"Меркулова Анна Дмитриевна",NULL,,ГУП,1,NULL,0,33,NULL,mosproekt_povtor,"2012-12-03 10:26:58","2013-07-23 14:10:33"
482,Мортон,"ГК ""Мортон""",,,,"+7 (495) 921-22-71",,http://www.morton.ru/,"Ручьев Александр Валерьевич",NULL,,NULL,0,NULL,1,33,NULL,morton_rso,"2012-12-06 12:37:37","2013-10-08 11:46:42"
483,Сантехпром,"ОАО ""Сантехпром""",,,,"+7 (495) 462-21-19, +7 (499) 164-26-49",,http://www.santexprom.ru/,"Зелиско Павел Михайлович",NULL,,ОАО,1,NULL,1,33,NULL,santehprom,"2012-12-06 12:43:47","2013-05-30 14:37:38"
484,"РАСЭН СТРОЙ","ООО ""РАСЭН СТРОЙ""",,,,"+7 (495)  544-57-00",,http://www.rasen.ru,"Ахмед Ренге",NULL,,ООО,1,NULL,1,33,NULL,rasenstroy,"2012-12-06 12:52:27","2014-03-19 16:29:32"
485,Вертикаль_,"ГК ""Вертикаль""",,,,"+7 (495) 648-99-99, +7 (495) 645-91-19",,http://www.vertical.ru/,,NULL,,"Группа компаний",0,NULL,0,33,NULL,vertikal,"2012-12-06 12:59:10","2013-07-30 10:13:53"
486,Трансэнергомонтаж,"""Трансэнергомонтаж""",,,,"+7(499) 356-60-01","(499) 356-68-81",http://www.oaotem.ru/,"Бессарабов Игорь Викторович",NULL,,ОАО,1,NULL,1,33,NULL,transenergomontazh,"2012-12-07 13:05:30","2013-05-30 16:34:36"
487,ПСП-Фарман,"Холдинг ""ПСП-Фарман""","23290, Россия, г. Москва, 1-й Магистральный тупик, д. 11, стр. 1",,,"+7 (495) 937-47-77",,http://www.psp-farman.ru/,"Дедиер Деян",NULL,,Холдинг,1,NULL,1,33,NULL,psp_farman,"2012-12-07 16:22:18","2014-12-12 13:13:41"
488,"ГУП ""СПНУ""","ГУП ""СПНУ""","г. Москва, ул. Новгородская, 14А.",,,"+7 (499) 908-65-77",,http://spny.su/gup-glavnaya,"Гомонов Сергей Анатольевич",NULL,,NULL,0,NULL,1,33,NULL,spnu_povtor,"2012-12-07 17:08:22","2013-07-02 12:43:30"
489,Транскапстрой,"ООО ""Транскапстрой""",,,,"+ 7 (495) 514-03-83",,http://www.trks.ru/,"Шмидт Валерий Иосифович",NULL,,ООО,1,NULL,1,33,NULL,transkapstroy,"2012-12-07 17:11:08","2013-05-30 16:21:04"
490,"Новый Дом","ООО ""Новый Дом""","125413, г. Москва, ул.Флотская, д. 74",,,"+7 (985) 764-46-67",,http://www.newd.ru/,,NULL,,ООО,1,NULL,1,33,NULL,noviy_dom,"2012-12-07 17:13:07","2014-12-05 13:39:35"
491,"ЦРНА Гора инженеринг","ООО ""ЦРНА Гора инженеринг """,,,,"+7 (495) 755-50-48",,http://crnagora-e.ru/,"Никчевич Лука",NULL,,ООО,1,NULL,1,33,NULL,tsrna_gora_inzhenering,"2012-12-07 17:16:51","2013-05-30 17:40:07"
492,Баркли,"Корпорация ""Баркли""","119071, Москва, Ленинский проспект, дом 15А",,,"+7 (495) 933-00-00","+7 (495) 775-20-37, +7 (495) 775-20-33",http://www.barkli.ru/,"Леонид Казинец",NULL,,Корпорация,1,NULL,1,33,NULL,barkli,"2012-12-07 17:22:17","2014-12-02 17:33:03"
493,"Вектор плюс","ЗАО ""Вектор плюс""","Москва, Б. Козихинский  пер., д. 8, стр. 2",,,"+7 (495) 691-70-03, +7 (495) 691-80-94","+7 (495) 691-69-94",http://www.vektorplus.ru/,,NULL,,ЗАО,1,NULL,1,33,NULL,vektor_plyus,"2012-12-07 17:26:48","2014-12-02 17:47:54"
494,"ФЛЭТ и Ко","ООО ""ФЛЭТ и Ко""",,,,"+7 (495) 925-11-01",,http://flatco.ru/,"Майстренко Дмитрий Евгеньевич",NULL,,ООО,1,NULL,1,33,NULL,flet_ko,"2012-12-07 17:29:45","2013-05-30 17:32:06"
495,Моспроект,"ОАО ""Моспроект""","125190, г. Москва, ул. 1-я Брестская, д. 13/14",,,"+7 (499) 250-50-33","+7 (499) 250-23-73",http://www.mosproject.ru/,"Миндрул Святослав Викторович",NULL,,ОАО,0,279,1,33,NULL,mosproekt,"2012-12-07 17:33:29","2014-11-28 17:58:19"
496,"СУИ Проект","ЗАО ""СУИ Проект""",,,,"+7 (495) 608-38-93",,http://www.suiproekt.ru/,"Саруханян Геннадий Антонович",NULL,,ЗАО,1,NULL,1,33,NULL,sui_proekt,"2012-12-07 17:36:09","2013-05-30 15:55:43"
497,Мосводоканалстрой,"Фирма ""Мосводоканалстрой""",,,,"+7 (495) 937-48-62","+7 (499) 261-48-31",http://www.mvks.ru/,"Рубинштейн Эдуард Ефимович",NULL,,NULL,1,NULL,1,33,NULL,mosvodokanalstroy,"2012-12-07 17:42:09","2013-05-24 17:36:49"
498,МЕБЕ,"ЗАО ""Фирма МЕБЕ""",,,,"+7 (495) 796-92-60",,http://mebe.narod.ru/,,NULL,,ЗАО,0,NULL,0,33,NULL,mebe,"2012-12-07 17:46:30","2013-05-31 18:09:59"
499,Спецстройинжиниринг,"ФГУП ""Спецстройинжиниринг при Федеральном агентстве специального строительства""","117556, г. Москва, ул. Фруктовая, д. 5А",,,"+7 (495) 287-70-11","+7 (495) 287-70-12",http://spetsstroy.ru/structure/obesp/inzhiniring/,"Луняков  Михаил Александрович",NULL,,ФГУП,1,NULL,1,33,NULL,spetsstroyinzhiniring,"2012-12-07 17:49:52","2014-12-12 15:25:47"
500,Геометрия,"ООО ""Геометрия""",,,,"+7 (495) 640-13-70",,http://www.gmetry.ru/,"Турчков Алексей Михайлович",NULL,,ООО,1,NULL,1,33,NULL,geometriya,"2013-01-24 16:29:33","2014-12-02 17:55:57"
501,Гефест,"ЗАО ""Гефест""","г. Москва, ул. Нижняя Первомайская д. 43, офис 15",,,"+7 (495) 290-34-90",,http://zao-gefest.ru/,"Строганов Максим Юрьевич",NULL,,ЗАО,1,NULL,1,33,NULL,gefest,"2013-01-24 16:32:28","2014-12-02 17:58:52"
502,"Голутвинская слобода","ОАО ""Голутвинская слобода""","119180 Москва, Якиманская наб., д. 4, стр. 1",,,"+7 (495)  228-77-00",,http://www.golutvino.ru/index.php?ID=45,"Огиренко Андрей Григорьевич",NULL,,ОАО,1,NULL,1,33,NULL,golutvinskaya_sloboda,"2013-01-24 16:37:15","2014-09-30 12:43:35"
503,Горпроект,"Городской проектный институт жилых и общественных зданий","105005, г. Москва, наб. Акад. Туполева, д. 15, стр. 15, 5 эт.",,,"+7 (495) 500-55-81",,http://www.gorproject.ru/,"Лахман Сергей Ильич",NULL,,NULL,1,NULL,1,33,NULL,gorproekt_povtor,"2013-01-24 16:42:25","2014-09-30 12:48:37"
504,КомСтрин,"ООО ""КомСтрин""","117647, Москва, ул. Профсоюзная, 125, корп 1",,,"+7 (495) 229-76-90",,http://www.comstrin.ru/,"Сотников Дмитрий Максимович",NULL,,ООО,1,NULL,1,33,NULL,komstrin,"2013-01-24 16:47:22","2014-12-04 11:43:52"
505,Новард,"Группа компаний «Новард»","127055, Москва, Институтский переулок, д. 16",,,"+7 (495) 781-79-90",,http://novard.ru/,"Илиопуло Андрей Андреевич",NULL,,"Группа компаний",1,NULL,1,33,NULL,novard,"2013-01-24 17:09:37","2014-12-05 13:33:53"
506,РусСтрой,"НП ""Объединение профессиональных строителей ""РусСтрой""",,,,"+7 (495) 961-11-41",,http://sro-russtroy.ru/,"Маркин Николай Петрович",NULL,,"НП ""Объединение профессиональных строителей""",1,NULL,1,33,NULL,russtroy,"2013-01-24 17:13:27","2013-05-30 14:33:17"
507,"Столица СРОС_","НП ""Столица"" СРОС",,,,"+7 (499) 253-23-41",,http://www.stolica-sros.ru/,"Фролов Борис Леонидович",NULL,,НП,0,NULL,1,33,NULL,stolitsa_sros,"2013-01-24 17:19:53","2013-07-02 17:17:14"
508,"Столица-Проект СРО","НП ""Столица-Проект "" СРО",,,,"+7 (499) 253-23-41",,http://www.stolica-project.ru/,"Илюнина Юлия Александровна",NULL,,НП,1,NULL,1,33,NULL,stolitsa_proekt_sro,"2013-01-24 17:32:40","2013-05-30 15:29:40"
509,"Столица-Энерго СРО","НП ""Столица-Энерго"" СРО",,,,"+7 (499) 253-23-41",,http://www.stolica-energo.ru/,"Питерский Леонид Юрьевич",NULL,,НП,1,NULL,1,33,NULL,stolitsa_energo_sro,"2013-01-24 17:38:27","2013-05-30 15:30:27"
510,Центр-Инвест,"ЗАО ""Центр-Инвест""","г. Москва, ул. Свободы, дом 50",,,"+7 (495) 544-03-11",,http://www.centr-invest.ru/,"Ширшов Максим Алексеевич",NULL,,ЗАО,1,NULL,1,33,NULL,tsentr_invest_povtor,"2013-01-25 10:39:36","2014-09-30 14:54:03"
511,Эскиз,"ООО ""Эскиз""",,,,"+7 (495) 995-37-60",,http://www.oooeskiz.ru/m/,"Шнейвас Борис Иосифович",NULL,,ООО,1,NULL,1,33,NULL,eskiz,"2013-01-25 10:47:20","2013-05-30 18:05:59"
512,"ПФК ""Дом""","ООО ПФК ""Дом""",,,,"+7 (495) 740-03-10",,http://www.pfkdom.ru/,,NULL,,ООО,1,NULL,0,33,NULL,pfk_quot_domquot,"2013-01-25 10:53:12","2013-05-30 13:42:31"
513,ТрансИнжСтрой,"ОАО ""ТрансИнжСтрой""",,,,"+7 (495) 625-63-45",,http://tinso.ru/,"Савин Дмитрий Владимирович",NULL,,ОАО,1,NULL,1,33,NULL,transinzhstroy,"2013-01-25 11:06:55","2013-05-30 16:13:51"
514,Штрабаг,"ЗАО ""Штрабаг""",,,,"+7 (495) 737-03-80",,http://www.ru.strabag.com/,"Вайнман Ульрих",NULL,,ЗАО,1,NULL,1,33,NULL,shtrabag,"2013-01-25 11:10:14","2013-05-30 17:48:21"
515,"СК Стратегия","ООО ""СК Стратегия""",,,,"+7 (495) 980-52-70",,http://www.sk-strategiya.ru/,"Шаров Андрей Сергеевич",NULL,,ООО,1,NULL,1,33,NULL,sk_strategiya,"2013-01-25 11:15:10","2013-05-30 14:54:23"
517,"Сварочно-монтажный трест","ООО ""Сварочно-монтажный трест""",,,,"+7 (495) 608-69-64",,,"Беляева Валентина Яковлевна",NULL,,ООО,1,NULL,1,33,NULL,svarochno_montazhniy_trest,"2013-01-25 11:26:02","2013-05-30 14:46:55"
518,Сватстрой,"ООО ""Сватстрой""","125363, Москва, ул. Новопоселковая, д. 11",,,"+7 (495) 956-20-75",,http://www.swatstroi.ru/,"Тодощук Алексей Юрьевич",NULL,,ООО,1,NULL,1,33,NULL,svatstroy,"2013-01-25 11:41:35","2014-12-12 14:35:57"
520,"ИСК Строймонтажиндустрия","ЗАО ""ИСК Строймонтажиндустрия""",,,,"+7 (495) 450-95-13",,http://isksmi.ru/,"Миняев Виталий Борисович",NULL,,ЗАО,1,NULL,1,33,NULL,isk_stroymontazhindustriya,"2013-01-25 11:47:19","2014-12-04 11:06:03"
521,ММУС,"ОАО ""Московское монтажное управление специализированное""","115035, г. Москва, ул. Садовническая, д. 8, стр. 1.",,,"+7 (495) 522-94-14",,http://www.mmus.ru/,"Гребеньков Владимир Иванович",NULL,,ОАО,1,NULL,1,33,NULL,mmus,"2013-01-25 11:51:23","2014-12-04 12:00:53"
522,Трансгидрострой,"ООО ""Трансгидрострой""",,,,"+7 (495) 710-99-55",,http://www.tgs.ru/,"Тюрин Олег Савельевич",NULL,,ООО,1,NULL,1,33,NULL,transgidrostroy,"2013-01-25 11:56:58","2013-05-30 16:04:49"
523,МСУ-1,"ОАО ""МСУ-1""","105082 г. Москва, ул. Большая Почтовая, д. 39, стр. 1",,,"+7 (495) 662-31-14",,http://www.mcy-1.ru/,"Зюбин Илья Владимирович",NULL,,ОАО,1,NULL,1,33,NULL,msu_1,"2013-01-25 12:00:04","2014-12-04 13:11:08"
524,"Трест Мосэлектротягстрой","ОАО ""Трест Мосэлектротягстрой""",,,,"+7 (495) 725-64-85",,http://www.tmets.ru/,"Абдурахманов Антон Викторович",NULL,,ОАО,1,NULL,1,33,NULL,trest_moselektrotyagstroy,"2013-01-25 12:03:43","2013-05-30 16:37:11"
525,Инжтрансстрой,"ЗАО ""Инжтрансстрой""",,,,"+7 (495) 644-02-00",,,"Алышов Али Шириноглы",NULL,,ЗАО,1,NULL,1,33,NULL,inzhtransstroy,"2013-01-25 12:07:43","2014-12-04 10:38:21"
526,"Евроцемент Груп","ЗАО ""Евроцемент Груп""",,,,"+7 (800) 700-63-63",,http://www.eurocement.ru/,,NULL,,ЗАО,1,NULL,1,33,NULL,evrotsement_grup,"2013-01-25 12:13:47","2014-12-03 18:11:21"
527,НОСТРОЙ,"Национальное объединение строителей",,,,"+7 (495) 987-31-48",,http://www.nostroy.ru/,,NULL,,NULL,1,NULL,0,33,NULL,nostroy,"2013-01-25 12:21:13","2013-04-24 12:31:19"
528,НОИЗ,НОИЗ,,,,"+7 (495) 680-44-05",,http://www.iziskately.ru/,,NULL,,"Национальное объединение изыскателей",1,NULL,0,33,NULL,noiz,"2013-01-25 12:25:08","2013-05-22 09:37:39"
529,НОП,"Национальное объединение проектировщиков",,,,"+7 (495) 984-21-34",,http://www.nop.ru/,,NULL,,NULL,1,NULL,0,33,NULL,nop,"2013-01-25 12:30:20","2013-04-24 12:33:38"
530,ГипродорНИИ,ГипродорНИИ,,,,"+7 (499) 346-31-65",,http://www.giprodor.ru/,"Дмитриев Владимир Николаевич",NULL,,ОАО,1,NULL,1,33,NULL,giprodornii,"2013-01-25 12:35:54","2014-12-02 18:00:30"
531,"СПК Мосэнергострой","ОАО ""СПК Мосэнергострой""","115191, Москва, ул. Городская, 8",,,"+7 (495) 633-85-86",,http://www.mosenergostroy.ru/,"Матвеев Евгений Петрович",NULL,,ОАО,1,NULL,1,33,NULL,spk_mosenergostroy,"2013-01-25 12:47:57","2014-12-12 15:27:43"
532,Мосстройсертификация,"Открытое акционерное общество ""Мосстройсертификация""","105118, г. Москва, ул. Вольная, дом 13",,mss.ru@mail.ru,"+7 (963) 606-11-09","+7 (499) 785-38-71",http://mosstroicert.ru/,"Бчемян Арменак Карапетович",NULL,"Генеральный директор",ОАО,0,279,1,33,NULL,mosstroysertifikatsiya,"2013-01-31 10:17:00","2013-06-14 17:58:52"
533,"НП РОС ""ОборонСтройИзыскания""","СРО НП РОС «ОборонСтройИзыскания»","109428, г. Москва, Рязанский проспект, д. 61, корпус 12 «А», 5 этаж",,,"+7 (499) 174-78-80, +7 (499) 174-79-01",,http://oboronstroy-sro.ru/,"Ясакова Ирина Геннадьевна",NULL,,NULL,0,NULL,1,20,6,np_ros_171_oboronstroyiziskaniya_187,"2013-02-07 15:10:22","2014-10-22 13:02:06"
534,ГеоИндустрия,"Некоммерческое партнёрство «Объединение изыскателей «ГеоИндустрия»","105077, г. Москва, б-р Измайловский, д. 46, пом II, ком. 8",,,"+7 (981) 719-66-46",,http://срогеоиндустрия.рф/,,NULL,,NULL,0,NULL,1,20,6,np_171_geoindustriya_187,"2013-02-07 15:19:32","2014-10-22 13:18:55"
535,"НП ""Объединение изыскателей ""Альянс""","Некоммерческое партнерство ""Объединение изыскателей ""Альянс""","123154, г. Москва, ул. Саляма Адиля, д. 9, корп. 3",,,"+7 (981) 719-27-86",,http://объединениеальянс.рф/,"Синцов Юрий Геннадьевич",NULL,,NULL,0,NULL,1,20,6,np_171_objedinenie_iziskateley_171_alyans_187,"2013-02-07 15:29:47","2013-06-24 15:05:51"
536,ГеоЦентр,"Некоммерческое партнерство ""Национальный Альянс изыскателей ""ГеоЦентр""","125326, г. Москва, ул. Свободы, д. 17, оф. 2",,,"+7(812) 458-72-72",,http://альянсгеоцентр.рф/,"Синцов Юрий Геннадьевич",NULL,,NULL,0,NULL,1,20,6,np_quot_geotsentrquot,"2013-02-07 15:39:40","2014-03-03 17:11:02"
537,СССР,"Саморегулируемая организация Некоммерческое Партнерство содействия в предупреждении вреда и повышении качества работ в области строительства ""Союз специалистов строительства и ремонта""","119331, г. Москва, пр-т Вернадского, 29 (17-й этаж)",,info@sro-sssr.ru,"+7 (495) 510-24-16; +7 (495) 510-24-17; +7 (495) 510-24-18",,http://www.sro-sssr.ru/,"Писларь Геннадий Павлович",NULL,Президент,NULL,0,NULL,1,20,8,sro_np_quot_sssrquot,"2013-02-13 12:32:11","2013-07-03 15:34:45"
538,"ЕДИНЫЙ СТАНДАРТ","Некоммерческое партнерство содействия повышению качества выполнения строительных работ «ЕДИНЫЙ СТАНДАРТ»","127055, РФ, г. Москва, ул. Образцова, д. 14/2",,edin-standart@bk.ru,"+7 (495) 668-62-72",,http://www.sro-es.ru/,"Чилингарова Вера Константиновна",NULL,"Генеральный директор",NULL,0,NULL,1,20,8,np_quot_ediniy_standartquot,"2013-02-13 12:45:46","2013-07-02 17:24:54"
539,РОСО,"Некоммерческое партнерство Саморегулируемая организация ""Региональное Объединение Строительных Организаций""","115201, г. Москва  ул. Котляковская 3, строен. 13, оф. 306",,info.sroroso@gmail.com,"+7 (495) 540-53-95",,http://sro-roso.ru/,"Мухин Михаил Алексеевич",NULL,Директор,NULL,0,NULL,1,20,8,np_sro_quot_rosoquot,"2013-02-13 12:55:22","2014-11-28 10:46:49"
540,"Объединение строителей","Некоммерческое партнерство ""Объединение организаций строительного комплекса""","119019, г. Москва, Малый Знаменский пер., дом 7/10, стр. 3",,info@np-os.ru,"+7 (495) 665-30-10 (многоканальный)",,http://www.np-os.ru/,"Драчева Юлия Леонидовна",NULL,Президент,NULL,0,NULL,1,20,8,np_quot_objedinenie_stroiteleyquot,"2013-02-13 15:07:18","2014-11-28 10:52:13"
541,"Национальный альянс строителей*","Некоммерческое партнерство содействия строительным организациям ""Национальный альянс строителей","121170, Город Москва, Кутузовский проспект, 41, оф. 7",,nacstroyal@yandex.ru,,,,"Синцов Юрий Геннадьевич",NULL,"Генеральный директор",NULL,0,NULL,1,20,8,np_quot_natsionalniy_alyans_stroiteleyquot,"2013-02-13 15:21:21","2014-11-28 12:45:32"
542,"ДСТ ЦССР","Саморегулируемая организация Некоммерческое партнерство  ""Добровольное строительное товарищество ""Центр специального строительства и ремонта""","109316, г. Москва, ул. Иерусалимская, дом 3, офис 1",,info@sro-dst.ru,"+7 (499) 940-74-29",,http://www.sro-dst.ru/,"Капитонов Вячеслав Анатольевич",NULL,"Председатель правления",NULL,0,NULL,1,20,8,np_quot_dst_tsssrquot,"2013-02-13 15:32:16","2013-07-02 17:24:27"
543,ГАСО,"Саморегулируемая организация Некоммерческое партнерство ""Генеральный Альянс Строительных Организаций""","г. Москва, Котельническая наб., д. 25, стр.1",,,"+7 (499) 707-16-05",,http://sro-gaso.ru/,"Кривых Вячеслав Александрович",NULL,Президент,NULL,0,NULL,1,20,8,np_quot_gasoquot,"2013-02-13 15:40:46","2014-11-28 10:58:09"
544,РСА,"Саморегулируемая организация Некоммерческое партнерство ""Региональный Строительный Альянс""","115035, г. Москва, Софийская наб., дом. 30, стр. 3, этаж 3",,info@sro-rsa.ru,"+7 (495) 953-29-49;  +7 (495) 953-29-24",,http://sro-rsa.ru,"Харуцкий Димитрий Вячеславович",NULL,Президент,NULL,0,NULL,1,20,8,np_quot_rsaquot,"2013-02-13 15:52:53","2013-07-02 17:40:52"
545,Солидарность,"Некоммерческое партнерство ""Межрегиональное объедиение строительных организаций ""Солидарность""","125212, г. Москва, Кронштадтский бульвар, д. 7А, стр. 1, офис 109",,,"+7(495) 215-29-09; +7(926) 526-43-23",,http://www.solidary-sro.ru/,"Баронин Сергей Николаевич",NULL,Президент,NULL,0,NULL,1,20,8,np_quot_solidarnostquot,"2013-02-13 16:00:20","2014-11-28 11:02:25"
546,Межрегионстройальянс,"Некоммерческое партнерство поддержки организаций в области строительства ""Межрегионстройальянс""","105064, г. Москва, Садовая-Черногрязская ул., д. 13/3, стр. 1",,info@sro-mrsa.ru,"+7 (495) 505-06-33",,http://sro-mrsa.ru/,"Фионова Галина Сергеевна",NULL,Председатель,NULL,0,NULL,1,20,8,np_quot_mezhregionstroyalyansquot,"2013-02-13 16:11:41","2014-11-28 11:05:23"
547,"МАС РемТехНадзор","Саморегулируемая организация Некоммерческое партнерство ""Межрегиональная Ассоциация по Строительству, Ремонту и Техническому Надзору""","109316, г. Москва, Волгоградский пр-т, д. 2, офис №10, этаж 10 (в здании ОАО «НИИСА»)",,masrtn-sro@yandex.ru,"+7 (495) 637-61-23; +7 (495) 637-61-98 , +7 (495) 730-34-27",,http://masrtn-sro.ru/,"Мищанчук Василий Николаевич",NULL,"Генеральный директор",NULL,0,NULL,1,20,8,sro_np_quot_mas_remtehnadzorquot,"2013-02-13 16:22:22","2014-11-28 11:31:04"
548,СтройАльянсПроект,"Некоммерческое Партнерство по содействию в организации проектирования  «СтройАльянсПроект»","119021, г. Москва, Пуговишников пер., дом 11",,sro-sapr@bk.ru,"+7 (495) 225-38-78",,http://www.sro-sapr.ru/,"Юрченко Александр Анатольевич",NULL,"Генеральный директор",NULL,0,NULL,1,20,7,np_quot_stroyalyansproektquot,"2013-02-18 11:59:41","2013-07-22 14:03:50"
549,"Национальный альянс проектировщиков  ""ГлавПроект""","Некоммерческое партнерство  ""Национальный альянс проектировщиков ""ГлавПроект""","109341, г. Москва, ул. Братиславская, д. 23, офис 1",,glavproect@mail.ru,"+7 (812) 458-72-72",,http://сроглавпроект.рф/,"Леонов Анатолий Викторович",NULL,,NULL,0,NULL,1,20,7,np_quot_natsionalniy_alyans_proektirovshchikov_quot_glavproektquot,"2013-02-18 12:19:20","2014-10-30 15:00:28"
550,"Отчий Дом ""Сварог"" (МОП)","Некоммерческое партнерство «Межрегиональное Объединение Проектировщиков ""Отчий Дом ""Сварог""","115114, г. Москва, ул. Дербеневская, дом 1, стр. 5, оф. 2 (подъезд 47)",,mop-svarog@mail.ru,"+7 (495) 642-63-44",,http://mop.svarogholding.ru/,"Колосков Евгений Олегович",NULL,"Исполнительный директор",NULL,0,NULL,1,20,7,np_mop_quot_otchiy_dom_quot_svarogquot,"2013-02-18 12:37:29","2013-07-22 10:51:21"
551,ПЕРЕСВЕТ-ИНВЕСТ,"ЗАО ""ПЕРЕСВЕТ-ИНВЕСТ""","г. Москва, ул. 1-я Дубровская, дом 14, корпус 1",,,"+7 (495) 789-88-88",,http://www.peresvet.ru/,"Пронин Олег Валентинович",NULL,"Генеральный директор",ЗАО,1,NULL,1,33,NULL,peresvet_invest,"2013-03-13 17:30:10","2013-04-03 12:38:32"
552,Прима-мех,"ЗАО ""Прима-мех""","г. Москва, Измайловский пр-д., вл. 1",,,"+7 (495) 933-39-57",,,"Реботенко Алексей Олегович",NULL,"Генеральный директор",ЗАО,1,NULL,1,33,NULL,prima_meh,"2013-03-13 17:41:26","2013-04-03 12:38:11"
553,"ДЭЗ ИСК","Дирекция по эксплуатации зданий, инженерных сооружений и коммуникаций","105264, г. Москва, ул. Верхняя Первомайская, д. 49, корп. 2",,,"(495) 965-77-01, (495) 965-83-57","(499) 163-04-92",http://dezisk.ru/,"Иванов Артем Андреевич",NULL,,ГУП,1,279,1,33,NULL,dez-isk,"2013-04-08 18:41:37","2014-09-30 14:43:48"
554,"Департамент развития новых территорий города Москвы","Департамент развития новых территорий города Москвы","г. Москва, ул. Воздвиженка, д. 8/1",,drnt@mos.ru,"+7 (495) 957-93-02","+7 (495) 957-93-01",http://drnt.mos.ru/,,1056,,NULL,8,NULL,1,35,NULL,departament-razvitiya-novyh-territorii-goroda-moskvy,"2013-04-24 12:23:12","2013-05-28 15:50:09"
556,"Управление координации реализации Генерального плана города Москвы (Департамент градостроительной политики)","Управление координации реализации Генерального плана города Москвы Департамента градостроительной политики города Москвы",,,,"+7 (495) 956-69-23",,,"Филипенко Юрий Алексеевич",NULL,"Начальник управления",NULL,1,NULL,1,35,NULL,upravlenie-koordinacii-realizacii-generalnogo-plana-goroda-moskvy,"2013-04-24 14:17:12","2013-11-28 09:16:10"
